13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
50.92,17.44,107.21,41.3,17.44,61.17,46.73,72.88,56.56,16.15,17.44,32.73,57.4,17.44,94.67
66.95,42.13,18.28,46.17,42.13,148.91,66.27,42.13,15.53,57.23,42.13,14.98,108.59,42.13,46.02
5.91,17.44,51.75,97.44,17.44,4.04,5.11,72.88,72.11,62.16,17.44,10.89,24.69,17.44,34.8
156.84,96.42,35.74,94.23,96.42,12.98,106.85,96.42,9.6,94.01,96.42,27.16,7.69,96.42,45.05
10.73,42.13,33.06,7.63,42.13,12.13,6.91,83.07,72.49,195.55,42.13,77.61,48.54,42.13,133.78
124.52,97.92,45.16,28.96,112.33,25.47,6.34,84.77,43.98,15.06,84.77,86.76,123.0,112.33,151.15
5.42,17.44,68.39,112.56,17.44,101.45,83.61,72.88,15.54,16.69,17.44,71.23,27.26,17.44,88.04
9.77,42.13,73.24,110.92,42.13,68.63,37.03,42.13,12.8,42.07,42.13,20.88,19.96,42.13,12.05
18.88,102.64,21.18,37.65,102.64,2.31,100.06,102.64,22.46,26.15,102.64,46.1,30.47,102.64,65.83
60.54,137.37,9.45,69.18,137.37,5.17,89.36,137.37,94.2,60.65,137.37,31.94,23.06,137.37,72.44
77.02,32.13,139.77,125.82,32.13,10.79,55.06,81.69,68.27,119.19,32.13,14.33,66.05,32.13,30.5
9.39,32.13,43.61,134.25,32.13,42.32,107.15,81.69,45.79,122.67,32.13,61.01,95.15,32.13,12.39
34.45,97.92,14.15,33.59,112.33,77.71,61.83,84.77,55.88,35.65,84.77,99.13,40.2,112.33,85.74
1.55,96.42,16.62,12.48,96.42,3.27,49.96,96.42,4.02,93.98,68.72,81.68,10.77,96.42,12.01
8.42,137.37,80.11,16.64,137.37,7.46,27.03,137.37,40.14,29.39,137.37,9.46,10.06,137.37,4.29
4.16,17.44,121.3,26.07,17.44,57.53,56.66,72.88,15.75,2.43,17.44,19.34,10.7,17.44,29.3
41.95,42.13,45.12,54.77,42.13,20.31,7.12,42.13,9.81,3.86,42.13,13.61,19.07,42.13,109.3
34.84,42.13,115.17,89.65,42.13,7.25,8.59,83.07,7.23,50.68,42.13,58.18,65.84,42.13,43.88
21.13,64.27,146.13,5.59,64.27,139.66,6.66,64.27,63.76,9.01,64.27,150.51,74.12,64.27,44.87
52.17,64.27,29.25,81.88,64.27,10.15,136.24,104.99,31.02,99.83,64.27,23.27,88.34,64.27,31.38
70.36,96.42,80.56,12.44,96.42,18.54,11.12,96.42,160.28,20.16,68.72,18.78,180.03,96.42,20.93
15.75,97.92,45.25,119.3,112.33,47.36,56.32,84.77,66.35,42.67,84.77,160.73,5.83,112.33,7.53
46.58,87.04,18.19,4.61,87.04,23.35,17.86,87.04,66.04,37.86,87.04,88.47,14.81,87.04,45.83
7.2,32.13,4.12,86.52,32.13,7.37,41.02,81.69,58.42,4.51,32.13,117.13,51.19,32.13,50.32
64.46,42.13,19.8,27.27,42.13,2.48,46.98,42.13,20.08,64.94,42.13,22.35,11.46,42.13,69.88
45.59,102.64,41.57,14.67,102.64,65.59,21.09,102.64,91.28,63.7,102.64,92.65,29.44,102.64,22.68
14.6,102.64,120.48,8.49,102.64,29.5,74.77,102.64,150.32,71.33,102.64,6.52,173.02,102.64,75.63
68.51,102.64,5.86,30.73,102.64,15.15,22.79,102.64,10.1,3.76,102.64,27.63,9.49,102.64,83.51
85.29,96.42,5.83,8.4,96.42,12.7,19.7,96.42,12.18,56.1,68.72,54.58,75.66,96.42,6.34
92.61,112.33,10.18,103.61,112.33,22.28,178.71,112.33,78.88,5.82,112.33,21.11,2.15,112.33,89.67
22.15,32.13,168.92,32.07,32.13,28.31,99.79,81.69,14.14,85.72,32.13,169.65,115.31,32.13,23.31
84.26,87.04,33.19,13.4,87.04,6.05,12.17,87.04,9.16,6.96,87.04,5.83,90.77,87.04,18.06
81.7,17.44,43.12,17.09,17.44,65.91,49.07,72.88,88.83,6.22,17.44,37.69,36.92,17.44,141.44
122.29,102.64,107.04,18.27,102.64,41.39,12.18,102.64,12.39,48.65,102.64,64.64,16.07,102.64,6.49
1.82,64.27,3.12,43.08,64.27,178.89,65.79,104.99,67.47,36.08,64.27,4.01,88.53,64.27,153.78
57.06,137.37,69.55,15.69,137.37,7.26,44.18,137.37,18.4,141.38,137.37,64.58,6.32,137.37,146.06
31.82,96.42,13.36,75.14,96.42,68.34,25.76,96.42,34.67,70.44,68.72,3.75,24.59,96.42,10.32
25.79,87.04,60.19,67.26,87.04,12.04,11.14,87.04,177.37,55.89,87.04,4.47,84.29,87.04,51.56
17.74,17.44,114.09,25.87,17.44,175.52,44.53,72.88,85.63,10.58,17.44,88.38,58.37,17.44,26.31
13.18,96.42,113.86,12.89,96.42,23.65,27.18,96.42,19.14,53.08,68.72,54.64,21.26,96.42,56.96
85.16,17.44,38.94,8.27,17.44,30.8,16.71,72.88,2.05,11.14,17.44,148.2,57.62,17.44,15.8
34.1,32.13,11.31,13.61,32.13,47.87,22.06,81.69,12.25,39.1,32.13,60.66,47.63,32.13,33.04
37.02,96.42,22.41,20.86,96.42,10.24,40.09,96.42,5.12,69.82,68.72,89.09,43.7,96.42,138.04
89.78,64.27,30.44,36.52,64.27,52.12,52.32,64.27,83.37,38.87,64.27,27.88,126.8,64.27,29.04
13.69,87.04,52.19,5.2,87.04,84.68,55.41,87.04,28.26,5.27,87.04,77.58,3.9,87.04,5.04
54.27,137.37,15.3,54.78,137.37,19.52,21.36,137.37,47.21,73.98,137.37,52.04,108.15,137.37,41.81
129.09,137.37,84.28,66.42,137.37,10.75,24.05,137.37,3.22,108.87,137.37,5.72,4.22,137.37,55.13
143.79,17.44,142.51,60.53,17.44,41.0,87.42,72.88,27.87,2.0,17.44,121.43,70.21,17.44,31.81
16.53,32.13,11.01,20.62,32.13,196.64,60.7,81.69,112.93,60.13,32.13,8.46,46.86,32.13,3.46
19.51,96.42,26.67,17.51,96.42,65.66,115.08,96.42,17.87,22.07,68.72,47.15,4.07,96.42,18.11
37.01,17.44,25.9,21.31,17.44,111.35,1.61,72.88,14.99,249.75,17.44,13.72,20.56,17.44,35.13
39.48,64.27,21.98,1.87,64.27,139.05,26.73,104.99,37.08,11.2,64.27,39.52,6.88,64.27,32.26
13.41,32.13,3.2,56.16,32.13,87.35,63.19,32.13,47.02,19.73,32.13,23.81,145.13,32.13,12.81
61.18,17.44,26.66,22.15,17.44,31.23,28.83,72.88,20.47,117.45,17.44,23.23,15.4,17.44,21.78
101.72,137.37,10.24,30.73,137.37,87.33,5.91,137.37,56.95,72.58,137.37,27.11,113.68,137.37,18.24
52.66,102.64,49.16,42.22,102.64,67.7,86.53,102.64,96.4,20.92,102.64,7.58,79.03,102.64,31.61
15.52,96.42,75.78,27.09,96.42,66.3,102.74,96.42,16.05,38.97,68.72,18.85,17.01,96.42,60.27
75.95,17.44,89.7,118.3,17.44,6.96,59.68,72.88,18.85,38.61,17.44,36.43,134.13,17.44,196.48
14.47,42.13,79.28,34.47,42.13,11.31,53.58,42.13,16.01,5.3,42.13,6.03,6.14,42.13,2.67
56.6,137.37,28.16,4.88,137.37,73.65,32.95,137.37,113.0,92.1,137.37,12.51,64.16,137.37,67.74
27.88,87.04,42.31,127.18,87.04,65.44,9.68,87.04,36.04,46.41,87.04,19.49,20.81,87.04,19.21
7.95,32.13,13.24,74.35,32.13,25.08,38.11,32.13,206.63,46.69,32.13,111.08,46.35,32.13,120.34
64.83,32.13,61.87,13.16,32.13,114.41,6.93,81.69,58.51,51.73,32.13,6.16,29.36,32.13,7.27
30.87,102.64,3.83,14.07,102.64,97.54,89.95,102.64,64.47,10.13,102.64,88.05,6.87,102.64,24.8
4.05,97.92,115.62,20.37,97.92,49.28,96.21,84.77,21.51,137.84,84.77,111.7,6.05,84.77,79.23
94.66,64.27,72.0,6.54,64.27,2.91,34.64,104.99,1.3,129.16,64.27,189.51,20.52,64.27,4.15
39.84,32.13,52.6,17.64,32.13,7.33,112.83,81.69,84.2,34.0,32.13,20.13,81.68,32.13,21.4
31.72,96.42,116.98,124.02,96.42,17.13,24.78,96.42,29.49,72.86,68.72,21.43,77.63,96.42,76.56
102.11,112.33,78.69,32.8,112.33,41.76,80.73,112.33,8.29,57.54,112.33,9.06,57.3,112.33,10.48
20.2,96.42,47.53,42.41,96.42,109.39,87.97,96.42,9.44,8.67,68.72,7.06,93.67,96.42,110.96
7.33,87.04,30.71,90.99,87.04,80.4,17.3,87.04,15.75,45.48,87.04,89.18,26.17,87.04,23.76
18.36,137.37,44.27,111.97,137.37,46.71,111.21,137.37,16.49,16.32,137.37,21.0,11.18,137.37,73.78
21.51,17.44,2.5,85.42,17.44,122.55,54.51,72.88,106.89,118.43,17.44,34.56,16.7,17.44,32.83
70.7,102.64,152.23,2.68,102.64,24.5,2.3,102.64,7.5,6.12,102.64,80.41,61.94,102.64,105.17
22.41,102.64,10.8,77.97,102.64,43.74,24.33,102.64,98.72,11.4,102.64,4.7,105.24,102.64,11.88
6.6,17.44,170.57,2.55,17.44,54.2,64.67,72.88,47.72,119.32,17.44,14.69,27.12,17.44,21.52
55.31,137.37,34.58,45.06,137.37,82.53,20.67,137.37,157.31,8.39,137.37,12.3,6.94,137.37,32.98
75.14,42.13,77.72,43.62,42.13,13.84,51.32,42.13,5.52,10.58,42.13,111.82,13.78,42.13,88.37
11.72,97.92,32.97,4.93,112.33,6.16,23.12,84.77,54.87,45.18,84.77,64.8,42.06,97.92,11.99
35.12,137.37,28.58,52.47,137.37,39.15,12.64,137.37,156.48,56.5,137.37,138.28,13.68,137.37,12.58
7.15,96.42,225.27,151.55,96.42,40.52,15.34,96.42,38.2,58.29,68.72,57.03,30.56,96.42,11.51
1.59,17.44,83.28,43.21,17.44,88.31,39.52,72.88,37.82,26.06,17.44,34.98,67.28,17.44,11.32
112.86,32.13,5.74,68.97,32.13,14.25,107.87,81.69,88.75,22.09,32.13,29.79,11.99,32.13,50.97
52.14,17.44,24.32,19.05,17.44,10.0,8.13,72.88,106.0,84.74,17.44,103.96,37.56,17.44,36.71
40.16,17.44,55.39,61.51,17.44,10.84,15.53,72.88,6.63,6.55,17.44,21.33,114.51,17.44,133.72
31.81,96.42,64.67,34.52,96.42,180.92,89.11,96.42,13.95,132.99,96.42,12.16,83.06,96.42,45.24
8.13,102.64,52.59,32.09,102.64,124.99,3.49,102.64,49.57,44.67,102.64,9.81,21.97,102.64,65.64
40.63,137.37,33.34,56.53,137.37,153.07,49.72,137.37,131.61,10.75,137.37,124.35,83.28,137.37,22.18
92.4,32.13,7.86,16.3,32.13,146.77,33.53,32.13,40.21,44.32,32.13,31.42,63.51,32.13,165.79
29.3,64.27,10.15,16.39,64.27,17.47,43.91,64.27,23.29,28.29,64.27,35.87,64.79,64.27,29.91
176.08,137.37,4.22,66.36,137.37,12.73,42.87,137.37,22.28,3.31,137.37,68.4,46.86,137.37,20.83
68.08,102.64,48.38,2.88,102.64,33.22,1.51,102.64,33.82,6.42,102.64,95.34,1.34,102.64,87.8
41.13,137.37,37.5,98.57,137.37,51.38,72.7,137.37,97.4,19.65,137.37,56.37,33.05,137.37,113.96
43.07,137.37,106.15,7.3,137.37,10.12,28.02,137.37,49.03,95.19,137.37,165.67,25.97,137.37,53.25
3.03,32.13,57.83,71.03,32.13,53.01,27.02,81.69,180.69,25.1,32.13,27.61,135.92,32.13,11.38
70.72,87.04,18.27,70.26,87.04,51.81,86.42,87.04,21.04,18.54,87.04,28.83,15.82,87.04,10.42
76.44,17.44,5.73,37.37,17.44,51.75,14.68,72.88,48.29,71.77,17.44,9.12,29.52,17.44,8.88
28.03,102.64,164.7,38.0,102.64,3.7,120.52,102.64,112.75,50.48,102.64,38.18,117.29,102.64,39.37
25.31,102.64,88.06,35.89,102.64,13.36,35.98,102.64,16.1,38.17,102.64,29.51,10.61,102.64,46.21
55.58,84.77,10.38,100.02,97.92,258.61,94.77,84.77,12.87,12.09,84.77,81.53,25.99,84.77,11.94
19.69,17.44,78.55,47.16,17.44,61.14,16.34,72.88,24.81,39.31,17.44,11.57,124.36,17.44,21.59
26.96,87.04,125.3,43.68,87.04,80.29,14.15,87.04,15.95,69.11,87.04,42.3,11.35,87.04,78.61
4.11,42.13,30.12,12.96,42.13,169.22,13.64,83.07,39.19,37.16,42.13,77.92,69.54,42.13,2.97
78.71,42.13,8.71,16.18,42.13,18.84,47.06,83.07,22.64,1.14,42.13,40.11,85.97,42.13,29.42
26.02,102.64,61.15,78.51,102.64,6.95,11.04,102.64,115.94,65.12,102.64,8.79,121.27,102.64,14.11
47.23,112.33,2.23,136.19,112.33,20.27,6.3,112.33,54.58,26.06,112.33,114.85,28.9,112.33,12.9
14.34,96.42,15.46,8.44,96.42,32.89,13.08,96.42,3.75,16.51,68.72,99.76,24.06,96.42,15.93
17.94,64.27,44.88,42.53,64.27,208.22,79.04,104.99,46.36,37.68,64.27,18.62,22.9,64.27,4.21
75.11,102.64,36.25,13.78,102.64,12.31,7.35,102.64,5.31,77.96,102.64,18.93,37.4,102.64,25.07
14.87,64.27,13.97,54.48,64.27,72.24,70.61,64.27,9.94,2.87,64.27,47.88,18.56,64.27,63.47
10.08,17.44,23.57,20.44,17.44,110.97,33.64,72.88,22.98,18.53,17.44,23.18,138.73,17.44,13.84
38.47,84.77,57.76,122.65,97.92,90.53,39.18,84.77,6.98,7.61,84.77,62.85,6.33,84.77,29.63
58.24,64.27,70.24,73.79,64.27,61.59,155.67,104.99,73.45,8.62,64.27,79.04,11.94,64.27,87.89
18.44,32.13,113.29,68.77,32.13,168.8,115.61,81.69,85.48,29.1,32.13,30.19,29.47,32.13,7.09
44.98,42.13,29.97,76.99,42.13,19.23,27.93,83.07,22.65,7.9,42.13,16.95,69.68,42.13,49.37
40.31,87.04,85.19,21.93,87.04,48.33,107.21,87.04,70.35,55.04,87.04,25.59,38.86,87.04,52.89
8.93,102.64,86.47,8.97,102.64,35.12,136.76,102.64,9.29,56.5,102.64,17.76,17.17,102.64,3.97
50.43,64.27,54.29,75.62,64.27,62.12,86.91,64.27,130.63,5.12,64.27,76.9,27.01,64.27,125.3
4.2,64.27,55.11,13.08,64.27,109.26,129.33,64.27,24.44,56.37,64.27,6.55,59.07,64.27,23.73
71.87,102.64,136.88,22.13,102.64,33.83,28.75,102.64,47.92,8.17,102.64,38.21,51.86,102.64,64.51
106.55,42.13,17.27,59.89,42.13,148.74,32.86,83.07,7.26,6.74,42.13,9.88,72.36,42.13,18.59
117.14,32.13,17.38,24.64,32.13,22.89,35.66,81.69,39.83,54.76,32.13,3.04,73.82,32.13,9.52
18.44,96.42,12.14,15.57,96.42,43.84,5.23,96.42,104.59,3.95,68.72,102.07,31.21,96.42,6.21
32.57,112.33,4.23,85.64,112.33,22.17,8.8,112.33,15.6,90.74,112.33,118.95,42.68,112.33,64.77
66.74,32.13,16.53,5.28,32.13,9.29,66.17,81.69,12.51,95.9,32.13,10.73,24.02,32.13,23.06
48.1,17.44,77.77,83.47,17.44,84.35,138.75,72.88,6.01,64.03,17.44,113.97,72.1,17.44,37.27
24.84,32.13,13.59,13.09,32.13,62.48,12.49,81.69,4.16,31.58,32.13,66.56,154.46,32.13,168.64
11.53,102.64,66.36,94.75,102.64,66.8,117.25,102.64,12.4,87.1,102.64,70.27,147.6,102.64,10.84
34.03,64.27,15.74,45.87,64.27,6.08,55.8,104.99,53.15,4.61,64.27,70.14,9.69,64.27,41.44
75.02,102.64,170.35,64.52,102.64,39.25,20.26,102.64,30.85,47.47,102.64,35.59,49.8,102.64,82.5
6.18,102.64,11.84,66.37,102.64,77.39,22.53,102.64,23.74,70.9,102.64,69.96,94.45,102.64,31.83
7.06,137.37,57.72,63.68,137.37,56.72,85.55,137.37,12.3,37.06,137.37,84.57,123.76,137.37,102.51
101.41,87.04,85.98,158.27,87.04,10.59,11.2,87.04,103.05,16.86,87.04,41.85,22.52,87.04,3.25
151.86,17.44,139.74,28.0,17.44,26.42,17.53,72.88,2.8,67.01,17.44,50.8,93.75,17.44,7.85
46.68,112.33,108.86,17.87,112.33,5.97,37.2,112.33,13.62,49.01,112.33,34.93,83.22,112.33,20.81
51.28,112.33,26.75,33.99,112.33,14.42,72.07,112.33,4.91,73.63,112.33,73.34,58.35,112.33,24.37
46.71,87.04,43.18,11.42,87.04,27.19,131.41,87.04,62.06,27.06,87.04,131.17,29.64,87.04,50.76
45.71,102.64,81.45,90.74,102.64,48.65,18.43,102.64,33.86,2.03,102.64,62.15,38.17,102.64,55.24
173.53,96.42,113.69,74.95,96.42,7.15,43.88,96.42,3.83,40.97,68.72,24.32,64.92,96.42,95.78
35.42,96.42,128.49,68.09,96.42,13.4,2.96,96.42,41.46,7.41,96.42,15.06,118.77,96.42,87.35
61.18,32.13,27.29,136.56,32.13,109.86,34.85,81.69,44.68,52.96,32.13,42.65,87.88,32.13,54.96
75.32,102.64,17.53,18.41,102.64,27.53,44.54,102.64,113.92,247.93,102.64,1.83,95.43,102.64,44.48
70.15,84.77,56.12,21.39,97.92,2.91,186.42,84.77,50.59,25.54,84.77,55.25,15.7,84.77,92.92
146.94,102.64,71.93,13.54,102.64,14.07,6.71,102.64,119.0,81.53,102.64,30.46,35.39,102.64,5.03
11.16,17.44,41.4,64.21,17.44,192.88,104.63,72.88,9.66,7.57,17.44,52.66,29.82,17.44,65.34
6.01,32.13,37.12,64.42,32.13,57.88,9.38,81.69,11.31,62.09,32.13,45.78,5.89,32.13,60.44
8.53,17.44,89.21,49.25,17.44,41.24,58.17,72.88,19.73,1.98,17.44,6.34,61.33,17.44,66.62
87.67,64.27,20.36,10.75,64.27,3.98,59.42,104.99,156.91,5.76,64.27,41.36,78.97,64.27,111.69
17.98,32.13,36.83,19.45,32.13,73.09,23.91,81.69,31.68,61.15,32.13,32.78,26.11,32.13,164.52
3.06,87.04,111.88,26.39,87.04,101.4,12.43,87.04,11.23,10.01,87.04,6.84,35.89,87.04,27.49
19.19,97.92,35.95,7.24,97.92,50.01,12.73,84.77,27.86,26.4,84.77,23.8,8.23,84.77,105.29
116.01,137.37,9.29,54.09,137.37,88.92,145.61,137.37,109.21,22.7,137.37,68.14,23.84,137.37,19.99
106.54,87.04,189.02,21.46,87.04,106.55,30.46,87.04,74.47,32.83,87.04,10.29,80.28,87.04,5.64
33.33,32.13,7.62,202.8,32.13,67.78,72.12,81.69,29.22,14.06,32.13,7.62,7.6,32.13,15.89
11.81,17.44,23.3,81.33,17.44,14.84,36.86,72.88,8.99,18.44,17.44,19.71,10.05,17.44,116.83
59.03,137.37,109.94,28.82,137.37,243.27,82.33,137.37,22.99,26.78,137.37,1.61,5.57,137.37,14.64
7.08,96.42,20.5,32.14,96.42,60.62,114.0,96.42,88.74,5.06,96.42,119.03,92.61,96.42,42.74
25.41,84.77,117.77,118.61,97.92,11.36,61.81,84.77,154.35,16.98,84.77,12.32,75.83,84.77,33.52
14.59,32.13,107.96,31.11,32.13,32.57,24.17,81.69,14.3,3.82,32.13,15.12,40.56,32.13,9.23
55.12,17.44,61.36,189.01,17.44,77.54,6.83,72.88,60.98,99.63,17.44,110.11,111.09,17.44,7.08
67.56,64.27,5.61,23.65,64.27,21.44,32.84,104.99,11.68,14.41,64.27,24.73,31.04,64.27,59.45
58.61,87.04,55.59,16.53,87.04,8.47,32.6,87.04,32.97,197.93,87.04,59.32,10.25,87.04,48.41
18.57,17.44,26.82,75.45,17.44,22.75,70.11,72.88,96.95,119.49,17.44,29.31,151.96,17.44,3.86
6.91,64.27,15.87,20.57,64.27,6.33,12.25,64.27,3.1,41.57,64.27,83.14,14.46,64.27,5.95
5.15,87.04,38.32,23.82,87.04,105.17,5.48,87.04,77.6,20.18,87.04,24.18,84.71,87.04,39.0
9.38,32.13,25.11,3.84,32.13,43.69,38.99,32.13,13.0,12.37,32.13,136.22,28.51,32.13,166.67
63.15,102.64,23.64,128.09,102.64,2.0,55.68,102.64,20.67,5.7,102.64,5.36,19.67,102.64,81.96
39.56,87.04,129.67,171.1,87.04,71.58,77.87,87.04,18.49,5.65,87.04,63.97,49.5,87.04,12.55
65.74,17.44,21.97,173.72,17.44,105.8,0.44,72.88,22.17,36.98,17.44,191.02,16.9,17.44,0.65
7.47,87.04,124.59,19.49,87.04,101.16,105.81,87.04,21.32,94.27,87.04,93.83,8.95,87.04,55.36
19.12,42.13,25.8,47.77,42.13,72.63,217.83,42.13,9.55,158.74,42.13,14.84,49.26,42.13,16.38
110.5,102.64,19.02,18.93,102.64,9.87,88.9,102.64,103.41,42.44,102.64,131.35,4.62,102.64,41.61
23.5,64.27,48.73,59.48,64.27,257.88,52.62,104.99,1.24,10.85,64.27,34.02,111.05,64.27,98.68
2.48,64.27,96.96,15.22,64.27,57.99,35.77,64.27,7.78,37.0,64.27,94.73,28.07,64.27,5.95
6.5,87.04,98.6,15.57,87.04,24.03,29.63,87.04,65.53,146.49,87.04,64.35,24.03,87.04,76.96
6.93,137.37,10.35,16.69,137.37,34.59,210.87,137.37,26.51,80.77,137.37,37.79,55.11,137.37,116.38
3.45,137.37,9.44,62.86,137.37,81.62,69.02,137.37,76.59,91.38,137.37,8.23,12.72,137.37,114.64
63.76,84.77,14.43,108.66,97.92,88.58,90.88,84.77,33.87,12.56,84.77,28.79,14.32,84.77,184.93
11.94,84.77,70.65,117.35,97.92,78.71,53.05,84.77,36.29,71.85,84.77,113.99,149.77,84.77,30.42
14.76,87.04,89.21,14.76,87.04,120.87,14.88,87.04,3.06,17.1,87.04,22.79,110.43,87.04,13.61
74.1,102.64,5.87,141.03,102.64,21.88,23.84,102.64,135.48,29.89,102.64,13.6,9.4,102.64,38.74
61.26,64.27,81.45,23.53,64.27,36.69,51.69,64.27,10.11,12.97,64.27,23.09,84.46,64.27,17.44
25.34,32.13,20.3,46.8,32.13,18.02,35.93,81.69,144.24,46.24,32.13,62.5,70.29,32.13,70.33
83.73,102.64,14.07,86.12,102.64,15.42,36.28,102.64,61.9,131.16,102.64,15.89,26.1,102.64,57.54
29.89,96.42,90.08,136.59,96.42,61.97,7.41,96.42,31.32,20.01,68.72,44.71,9.67,96.42,74.63
18.98,112.33,30.79,67.64,112.33,121.25,46.58,112.33,95.87,31.96,112.33,72.19,84.71,112.33,35.32
16.35,87.04,83.31,8.06,87.04,64.43,7.41,87.04,94.22,32.23,87.04,117.58,79.95,87.04,31.54
22.26,112.33,3.76,25.54,112.33,31.17,8.02,112.33,56.45,41.25,112.33,40.79,103.2,112.33,2.97
4.23,137.37,134.57,31.4,137.37,96.26,30.3,137.37,41.8,124.95,137.37,42.53,136.1,137.37,30.36
104.7,96.42,47.67,141.9,96.42,56.58,27.02,96.42,9.38,101.72,68.72,42.89,139.54,96.42,88.91
46.28,17.44,1.91,80.76,17.44,26.57,59.89,72.88,17.88,3.88,17.44,7.74,81.4,17.44,24.69
148.67,102.64,127.7,62.39,102.64,10.93,16.99,102.64,93.77,38.37,102.64,35.52,93.16,102.64,10.11
59.76,17.44,105.92,47.69,17.44,121.11,12.52,72.88,108.89,66.47,17.44,45.47,84.08,17.44,24.99
9.7,102.64,20.43,60.36,102.64,4.9,92.09,102.64,39.19,12.06,102.64,118.96,79.18,102.64,6.24
8.15,102.64,71.59,16.22,102.64,34.71,70.36,102.64,39.03,7.53,102.64,12.08,32.41,102.64,49.82
32.64,112.33,47.14,85.78,112.33,25.72,27.41,112.33,169.25,30.69,112.33,12.08,113.88,112.33,7.72
23.03,97.92,11.19,84.08,112.33,45.56,30.48,84.77,7.82,73.59,84.77,15.43,24.1,97.92,24.41
82.19,102.64,24.3,11.81,102.64,75.75,140.04,102.64,20.61,102.39,102.64,11.75,36.27,102.64,5.11
53.59,64.27,13.27,21.0,64.27,92.45,46.07,64.27,135.73,32.25,64.27,29.4,14.21,64.27,47.47
16.75,32.13,51.4,56.1,32.13,21.46,60.05,81.69,7.42,52.82,32.13,1.82,55.72,32.13,18.15
90.01,42.13,112.33,18.68,42.13,112.33,77.38,42.13,112.33,14.33,42.13,112.33,50.57,42.13,112.33
121.71,137.37,112.33,42.64,137.37,112.33,31.97,137.37,112.33,62.05,137.37,112.33,19.62,137.37,112.33
